Index,Variant,Area,Notes,Area_code,Period,g15_19,g20_24,g25_29,g30_34,g35_39,g40_44,g45_49
2111,Estimates,Antigua and Barbuda,c,28,2000-2005,1,2,2,2,1,0,0
2112,Estimates,Antigua and Barbuda,c,28,2005-2010,1,2,2,1,1,0,0
2113,Estimates,Aruba,c,533,1950-1955,1,3,3,2,1,0,0
2114,Estimates,Aruba,c,533,1955-1960,1,3,3,2,1,0,0
2115,Estimates,Aruba,c,533,1960-1965,1,3,3,2,1,0,0
2116,Estimates,Aruba,c,533,1965-1970,1,2,2,1,1,0,0
2117,Estimates,Aruba,c,533,1970-1975,1,2,2,1,1,0,0
2118,Estimates,Aruba,c,533,1975-1980,1,2,2,1,1,0,0
2119,Estimates,Aruba,c,533,1980-1985,1,2,2,1,1,0,0
2120,Estimates,Aruba,c,533,1985-1990,1,2,2,1,1,0,0
2121,Estimates,Aruba,c,533,1990-1995,1,1,2,2,1,0,0
2122,Estimates,Aruba,c,533,1995-2000,1,1,2,2,1,0,0
2123,Estimates,Aruba,c,533,2000-2005,1,1,2,1,1,0,0
2124,Estimates,Aruba,c,533,2005-2010,1,1,2,1,1,0,0
2125,Estimates,Bahamas,c,44,1950-1955,2,5,3,2,2,1,0
2126,Estimates,Bahamas,c,44,1955-1960,2,6,4,3,2,1,0
2127,Estimates,Bahamas,c,44,1960-1965,3,7,5,3,2,1,0
2128,Estimates,Bahamas,c,44,1965-1970,3,6,5,3,2,1,0
2129,Estimates,Bahamas,c,44,1970-1975,4,7,6,4,2,1,0
2130,Estimates,Bahamas,c,44,1975-1980,5,8,6,4,2,1,0
2131,Estimates,Bahamas,c,44,1980-1985,5,10,8,5,2,0,0
2132,Estimates,Bahamas,c,44,1985-1990,4,9,9,5,2,0,0
2133,Estimates,Bahamas,c,44,1990-1995,4,9,8,7,3,1,0
2134,Estimates,Bahamas,c,44,1995-2000,4,7,8,6,3,1,0
2135,Estimates,Bahamas,c,44,2000-2005,3,6,7,5,3,1,0
2136,Estimates,Bahamas,c,44,2005-2010,2,6,7,6,4,1,0
2137,Estimates,Barbados,c,52,1950-1955,7,11,8,6,4,1,0
2138,Estimates,Barbados,c,52,1955-1960,7,10,8,6,4,1,0
2139,Estimates,Barbados,c,52,1960-1965,7,9,7,6,4,1,0
2140,Estimates,Barbados,c,52,1965-1970,6,8,5,4,3,1,0
2141,Estimates,Barbados,c,52,1970-1975,6,8,5,3,2,1,0
2142,Estimates,Barbados,c,52,1975-1980,5,7,6,3,1,0,0
2143,Estimates,Barbados,c,52,1980-1985,5,7,6,3,1,0,0
2144,Estimates,Barbados,c,52,1985-1990,3,6,6,4,1,0,0
2145,Estimates,Barbados,c,52,1990-1995,3,5,6,4,2,0,0
2146,Estimates,Barbados,c,52,1995-2000,3,4,4,4,3,0,0
2147,Estimates,Barbados,c,52,2000-2005,2,5,4,4,2,1,0
2148,Estimates,Barbados,c,52,2005-2010,2,5,4,4,2,1,0
2149,Estimates,Cuba,c,192,1950-1955,102,313,276,169,89,29,5
2150,Estimates,Cuba,c,192,1955-1960,129,313,257,157,83,28,5
2151,Estimates,Cuba,c,192,1960-1965,209,429,340,205,111,36,7
2152,Estimates,Cuba,c,192,1965-1970,248,408,316,195,107,34,6
2153,Estimates,Cuba,c,192,1970-1975,290,361,265,163,86,30,5
2154,Estimates,Cuba,c,192,1975-1980,273,269,170,82,33,8,3
2155,Estimates,Cuba,c,192,1980-1985,246,289,175,83,26,4,1
2156,Estimates,Cuba,c,192,1985-1990,237,340,213,90,30,5,2
2157,Estimates,Cuba,c,192,1990-1995,157,284,242,111,32,4,1
2158,Estimates,Cuba,c,192,1995-2000,126,228,228,127,37,4,1
2159,Estimates,Cuba,c,192,2000-2005,99,178,200,150,62,9,1
2160,Estimates,Cuba,c,192,2005-2010,90,176,143,112,58,11,0
2161,Estimates,Curaçao,c,531,1950-1955,3,6,6,4,2,0,0
2162,Estimates,Curaçao,c,531,1955-1960,3,6,6,4,2,0,0
2163,Estimates,Curaçao,c,531,1960-1965,3,6,6,4,2,0,0
2164,Estimates,Curaçao,c,531,1965-1970,3,5,5,3,1,0,0
2165,Estimates,Curaçao,c,531,1970-1975,3,5,5,3,1,0,0
2166,Estimates,Curaçao,c,531,1975-1980,3,4,4,3,1,0,0
2167,Estimates,Curaçao,c,531,1980-1985,2,4,5,3,1,0,0
2168,Estimates,Curaçao,c,531,1985-1990,2,4,5,3,1,0,0
2169,Estimates,Curaçao,c,531,1990-1995,1,3,4,3,1,0,0
2170,Estimates,Curaçao,c,531,1995-2000,1,2,3,3,2,0,0
2171,Estimates,Curaçao,c,531,2000-2005,1,2,2,2,2,0,0
2172,Estimates,Curaçao,c,531,2005-2010,1,2,2,2,1,0,0
2173,Estimates,Dominican Republic,c,214,1950-1955,119,204,167,117,65,26,4
2174,Estimates,Dominican Republic,c,214,1955-1960,129,231,199,142,79,32,5
2175,Estimates,Dominican Republic,c,214,1960-1965,141,238,215,164,92,37,6
2176,Estimates,Dominican Republic,c,214,1965-1970,161,247,213,166,98,39,6
2177,Estimates,Dominican Republic,c,214,1970-1975,179,285,206,149,90,35,6
2178,Estimates,Dominican Republic,c,214,1975-1980,187,314,229,136,72,29,5
2179,Estimates,Dominican Republic,c,214,1980-1985,198,343,259,142,59,25,5
2180,Estimates,Dominican Republic,c,214,1985-1990,211,358,267,151,57,19,4
2181,Estimates,Dominican Republic,c,214,1990-1995,230,361,267,158,57,16,3
2182,Estimates,Dominican Republic,c,214,1995-2000,238,356,251,154,56,14,3
2183,Estimates,Dominican Republic,c,214,2000-2005,251,371,247,156,57,13,3
2184,Estimates,Dominican Republic,c,214,2005-2010,260,367,251,151,58,14,3
2185,Estimates,Grenada,c,308,1950-1955,3,5,4,2,1,0,0
2186,Estimates,Grenada,c,308,1955-1960,3,6,5,3,2,0,0
2187,Estimates,Grenada,c,308,1960-1965,3,5,5,3,2,1,0
2188,Estimates,Grenada,c,308,1965-1970,3,4,3,2,1,1,0
2189,Estimates,Grenada,c,308,1970-1975,3,4,3,2,1,0,0
2190,Estimates,Grenada,c,308,1975-1980,3,4,3,2,1,0,0
2191,Estimates,Grenada,c,308,1980-1985,3,5,4,2,1,0,0
2192,Estimates,Grenada,c,308,1985-1990,3,5,4,3,1,0,0
2193,Estimates,Grenada,c,308,1990-1995,2,3,3,2,1,0,0
2194,Estimates,Grenada,c,308,1995-2000,2,3,2,2,1,0,0
2195,Estimates,Grenada,c,308,2000-2005,2,3,2,2,1,0,0
2196,Estimates,Grenada,c,308,2005-2010,1,3,3,2,1,0,0
2197,Estimates,Guadeloupe,c,312,1950-1955,3,11,12,10,7,3,0
2198,Estimates,Guadeloupe,c,312,1955-1960,4,11,13,11,7,3,0
2199,Estimates,Guadeloupe,c,312,1960-1965,5,12,13,11,7,3,0
2200,Estimates,Guadeloupe,c,312,1965-1970,6,14,13,9,6,3,0
2201,Estimates,Guadeloupe,c,312,1970-1975,6,12,12,8,5,2,0
2202,Estimates,Guadeloupe,c,312,1975-1980,4,9,9,6,4,1,0
2203,Estimates,Guadeloupe,c,312,1980-1985,4,9,9,7,3,1,0
2204,Estimates,Guadeloupe,c,312,1985-1990,4,10,11,8,4,1,0
2205,Estimates,Guadeloupe,c,312,1990-1995,2,8,11,8,4,1,0
2206,Estimates,Guadeloupe,c,312,1995-2000,2,7,11,10,5,1,0
2207,Estimates,Guadeloupe,c,312,2000-2005,2,5,9,10,6,1,0
2208,Estimates,Guadeloupe,c,312,2005-2010,2,5,8,10,7,2,0
2209,Estimates,Haiti,c,332,1950-1955,67,154,185,160,114,62,28
2210,Estimates,Haiti,c,332,1955-1960,73,170,199,167,118,65,30
2211,Estimates,Haiti,c,332,1960-1965,76,187,221,179,123,67,32
2212,Estimates,Haiti,c,332,1965-1970,81,187,231,191,127,67,32
2213,Estimates,Haiti,c,332,1970-1975,83,209,231,195,131,67,27
2214,Estimates,Haiti,c,332,1975-1980,107,241,264,214,150,78,31
2215,Estimates,Haiti,c,332,1980-1985,137,280,320,258,168,91,39
2216,Estimates,Haiti,c,332,1985-1990,133,296,331,269,171,83,36
2217,Estimates,Haiti,c,332,1990-1995,133,300,335,272,176,80,31
2218,Estimates,Haiti,c,332,1995-2000,140,320,326,272,177,77,27
2219,Estimates,Haiti,c,332,2000-2005,134,356,322,252,171,70,22
2220,Estimates,Haiti,c,332,2005-2010,123,363,348,250,158,65,20
2221,Estimates,Jamaica,c,388,1950-1955,55,73,57,39,23,7,1
2222,Estimates,Jamaica,c,388,1955-1960,70,93,71,45,27,8,1
2223,Estimates,Jamaica,c,388,1960-1965,86,106,76,47,27,9,1
2224,Estimates,Jamaica,c,388,1965-1970,93,108,71,45,26,9,1
2225,Estimates,Jamaica,c,388,1970-1975,92,96,63,36,21,8,1
2226,Estimates,Jamaica,c,388,1975-1980,88,95,61,34,18,6,1
2227,Estimates,Jamaica,c,388,1980-1985,85,107,69,37,18,6,1
2228,Estimates,Jamaica,c,388,1985-1990,75,102,71,39,18,6,1
2229,Estimates,Jamaica,c,388,1990-1995,65,94,71,43,20,6,1
2230,Estimates,Jamaica,c,388,1995-2000,58,87,70,45,22,6,1
2231,Estimates,Jamaica,c,388,2000-2005,53,82,66,44,23,7,1
2232,Estimates,Jamaica,c,388,2005-2010,49,81,61,39,21,7,1
2233,Estimates,Martinique,c,474,1950-1955,3,11,13,11,7,3,0
2234,Estimates,Martinique,c,474,1955-1960,3,12,14,11,7,3,0
2235,Estimates,Martinique,c,474,1960-1965,4,12,14,11,8,3,0
2236,Estimates,Martinique,c,474,1965-1970,5,13,13,10,7,3,0
2237,Estimates,Martinique,c,474,1970-1975,5,12,11,8,5,2,0
2238,Estimates,Martinique,c,474,1975-1980,4,9,8,5,3,1,0
2239,Estimates,Martinique,c,474,1980-1985,3,9,8,5,2,1,0
2240,Estimates,Martinique,c,474,1985-1990,3,9,9,6,3,1,0
2241,Estimates,Martinique,c,474,1990-1995,2,7,9,7,4,1,0
2242,Estimates,Martinique,c,474,1995-2000,2,5,8,7,4,1,0
2243,Estimates,Martinique,c,474,2000-2005,2,5,7,8,5,2,0
2244,Estimates,Martinique,c,474,2005-2010,2,4,5,6,5,2,0
2245,Estimates,Puerto Rico,c,630,1950-1955,67,153,97,51,38,10,2
2246,Estimates,Puerto Rico,c,630,1955-1960,69,141,89,51,37,11,2
2247,Estimates,Puerto Rico,c,630,1960-1965,65,137,92,53,36,12,2
2248,Estimates,Puerto Rico,c,630,1965-1970,60,126,86,45,27,9,2
2249,Estimates,Puerto Rico,c,630,1970-1975,62,122,94,46,21,6,1
2250,Estimates,Puerto Rico,c,630,1975-1980,65,123,98,51,20,5,1
2251,Estimates,Puerto Rico,c,630,1980-1985,59,116,92,48,19,4,0
2252,Estimates,Puerto Rico,c,630,1985-1990,55,107,91,47,17,4,0
2253,Estimates,Puerto Rico,c,630,1990-1995,60,101,84,47,18,4,0
2254,Estimates,Puerto Rico,c,630,1995-2000,58,90,73,45,18,4,0
2255,Estimates,Puerto Rico,c,630,2000-2005,49,85,66,40,17,3,0
2256,Estimates,Puerto Rico,c,630,2005-2010,37,71,66,43,17,3,0
2257,Estimates,Saint Lucia,c,662,1950-1955,4,6,5,3,2,1,0
2258,Estimates,Saint Lucia,c,662,1955-1960,3,7,5,4,2,1,0
2259,Estimates,Saint Lucia,c,662,1960-1965,4,6,5,3,2,1,0
2260,Estimates,Saint Lucia,c,662,1965-1970,4,6,4,3,2,1,0
2261,Estimates,Saint Lucia,c,662,1970-1975,4,6,4,3,2,1,0
2262,Estimates,Saint Lucia,c,662,1975-1980,5,7,4,3,1,1,0
2263,Estimates,Saint Lucia,c,662,1980-1985,5,7,4,2,1,0,0
2264,Estimates,Saint Lucia,c,662,1985-1990,5,7,5,2,1,0,0
2265,Estimates,Saint Lucia,c,662,1990-1995,3,6,5,3,1,0,0
2266,Estimates,Saint Lucia,c,662,1995-2000,3,5,4,3,2,0,0
2267,Estimates,Saint Lucia,c,662,2000-2005,3,4,3,3,2,1,0
2268,Estimates,Saint Lucia,c,662,2005-2010,3,4,3,3,2,1,0
2269,Estimates,Saint Vincent and the Grenadines,c,670,1950-1955,4,5,4,2,2,0,0
2270,Estimates,Saint Vincent and the Grenadines,c,670,1955-1960,4,6,4,3,2,0,0
2271,Estimates,Saint Vincent and the Grenadines,c,670,1960-1965,4,6,4,3,2,0,0
2272,Estimates,Saint Vincent and the Grenadines,c,670,1965-1970,5,6,4,2,1,0,0
2273,Estimates,Saint Vincent and the Grenadines,c,670,1970-1975,5,6,4,2,1,0,0
2274,Estimates,Saint Vincent and the Grenadines,c,670,1975-1980,4,6,3,2,1,0,0
2275,Estimates,Saint Vincent and the Grenadines,c,670,1980-1985,4,5,3,2,1,0,0
2276,Estimates,Saint Vincent and the Grenadines,c,670,1985-1990,3,5,3,2,1,0,0
2277,Estimates,Saint Vincent and the Grenadines,c,670,1990-1995,3,4,3,2,1,0,0
2278,Estimates,Saint Vincent and the Grenadines,c,670,1995-2000,2,3,3,2,1,0,0
2279,Estimates,Saint Vincent and the Grenadines,c,670,2000-2005,2,3,3,2,1,0,0
2280,Estimates,Saint Vincent and the Grenadines,c,670,2005-2010,2,3,3,2,1,0,0
2281,Estimates,Trinidad and Tobago,c,780,1950-1955,25,43,32,21,12,3,0
2282,Estimates,Trinidad and Tobago,c,780,1955-1960,27,46,35,24,13,4,0
2283,Estimates,Trinidad and Tobago,c,780,1960-1965,30,51,35,24,13,4,0
2284,Estimates,Trinidad and Tobago,c,780,1965-1970,26,44,30,18,10,3,0
2285,Estimates,Trinidad and Tobago,c,780,1970-1975,26,45,31,18,9,2,0
2286,Estimates,Trinidad and Tobago,c,780,1975-1980,27,50,35,20,9,2,0
2287,Estimates,Trinidad and Tobago,c,780,1980-1985,27,57,42,24,11,2,0
2288,Estimates,Trinidad and Tobago,c,780,1985-1990,21,45,40,24,11,2,0
2289,Estimates,Trinidad and Tobago,c,780,1990-1995,16,32,30,22,10,2,0
2290,Estimates,Trinidad and Tobago,c,780,1995-2000,15,29,22,18,9,2,0
2291,Estimates,Trinidad and Tobago,c,780,2000-2005,13,34,21,17,8,2,0
2292,Estimates,Trinidad and Tobago,c,780,2005-2010,11,31,28,19,9,2,0
2293,Estimates,United States Virgin Islands,c,850,1950-1955,1,1,1,1,1,0,0
2294,Estimates,United States Virgin Islands,c,850,1955-1960,1,2,1,1,0,0,0
2295,Estimates,United States Virgin Islands,c,850,1960-1965,1,3,2,1,1,0,0
2296,Estimates,United States Virgin Islands,c,850,1965-1970,2,5,3,2,1,0,0
2297,Estimates,United States Virgin Islands,c,850,1970-1975,3,4,4,2,1,0,0
2298,Estimates,United States Virgin Islands,c,850,1975-1980,3,4,3,2,1,0,0
2299,Estimates,United States Virgin Islands,c,850,1980-1985,2,4,3,2,1,0,0
2300,Estimates,United States Virgin Islands,c,850,1985-1990,2,4,3,2,1,0,0
2301,Estimates,United States Virgin Islands,c,850,1990-1995,2,3,3,2,1,0,0
2302,Estimates,United States Virgin Islands,c,850,1995-2000,1,2,2,2,1,0,0
2303,Estimates,United States Virgin Islands,c,850,2000-2005,1,2,2,1,1,0,0
2304,Estimates,United States Virgin Islands,c,850,2005-2010,1,2,2,2,1,0,0
2305,Estimates,Central America,,916,1950-1955,1290,2784,2517,1786,1053,449,101
2306,Estimates,Central America,,916,1955-1960,1453,3044,2857,2147,1236,499,113
2307,Estimates,Central America,,916,1960-1965,1707,3385,3112,2375,1469,564,116
2308,Estimates,Central America,,916,1965-1970,2080,3918,3433,2525,1632,666,133
2309,Estimates,Central America,,916,1970-1975,2513,4688,3817,2665,1644,698,145
2310,Estimates,Central America,,916,1975-1980,2729,5132,3994,2499,1431,549,111
2311,Estimates,Central America,,916,1980-1985,2864,5201,4112,2490,1306,451,80
2312,Estimates,Central America,,916,1985-1990,3019,5354,4123,2570,1328,406,69
2313,Estimates,Central America,,916,1990-1995,3031,5714,4382,2665,1396,418,65
2314,Estimates,Central America,,916,1995-2000,3192,5395,4774,2823,1388,338,57
2315,Estimates,Central America,,916,2000-2005,3061,5113,4659,2914,1402,315,55
2316,Estimates,Central America,,916,2005-2010,2994,5062,4430,2842,1444,318,52
2317,Estimates,Belize,c,84,1950-1955,3,6,4,3,1,1,0
2318,Estimates,Belize,c,84,1955-1960,4,7,5,3,1,1,0
2319,Estimates,Belize,c,84,1960-1965,4,7,5,3,2,1,0
2320,Estimates,Belize,c,84,1965-1970,5,8,5,4,2,1,0
2321,Estimates,Belize,c,84,1970-1975,6,9,5,3,2,1,0
2322,Estimates,Belize,c,84,1975-1980,7,10,6,3,2,1,0
2323,Estimates,Belize,c,84,1980-1985,7,11,6,4,2,1,0
2324,Estimates,Belize,c,84,1985-1990,7,12,8,4,2,1,0
2325,Estimates,Belize,c,84,1990-1995,7,11,8,5,2,1,0
2326,Estimates,Belize,c,84,1995-2000,6,11,8,6,2,1,0
2327,Estimates,Belize,c,84,2000-2005,6,12,8,6,3,1,0
2328,Estimates,Belize,c,84,2005-2010,6,12,9,6,3,1,0
2329,Estimates,Costa Rica,c,188,1950-1955,27,68,57,40,29,10,2
2330,Estimates,Costa Rica,c,188,1955-1960,32,81,71,47,33,12,2
2331,Estimates,Costa Rica,c,188,1960-1965,41,94,80,55,37,14,2
2332,Estimates,Costa Rica,c,188,1965-1970,46,89,73,50,36,13,2
2333,Estimates,Costa Rica,c,188,1970-1975,57,95,65,41,26,10,2
2334,Estimates,Costa Rica,c,188,1975-1980,69,112,78,42,23,8,1
2335,Estimates,Costa Rica,c,188,1980-1985,69,127,95,54,25,7,1
2336,Estimates,Costa Rica,c,188,1985-1990,70,129,109,67,33,9,1
2337,Estimates,Costa Rica,c,188,1990-1995,70,117,104,70,34,9,1
2338,Estimates,Costa Rica,c,188,1995-2000,78,112,96,70,33,8,1
2339,Estimates,Costa Rica,c,188,2000-2005,78,115,92,62,32,8,1
2340,Estimates,Costa Rica,c,188,2005-2010,70,114,90,58,27,7,0
2341,Estimates,El Salvador,c,222,1950-1955,92,157,125,89,55,19,5
2342,Estimates,El Salvador,c,222,1955-1960,105,182,143,101,64,22,6
2343,Estimates,El Salvador,c,222,1960-1965,121,210,167,115,72,26,7
2344,Estimates,El Salvador,c,222,1965-1970,139,227,179,126,77,27,7
2345,Estimates,El Salvador,c,222,1970-1975,161,250,184,128,80,29,6
2346,Estimates,El Salvador,c,222,1975-1980,182,273,191,123,77,33,4
2347,Estimates,El Salvador,c,222,1980-1985,193,277,186,113,67,35,2
2348,Estimates,El Salvador,c,222,1985-1990,188,280,185,109,61,28,2
2349,Estimates,El Salvador,c,222,1990-1995,179,277,192,112,61,23,3
2350,Estimates,El Salvador,c,222,1995-2000,173,257,187,106,59,21,2
2351,Estimates,El Salvador,c,222,2000-2005,148,202,157,89,49,15,2
2352,Estimates,El Salvador,c,222,2005-2010,143,193,152,86,46,14,2
2353,Estimates,Guatemala,c,320,1950-1955,148,237,202,140,84,31,8
2354,Estimates,Guatemala,c,320,1955-1960,149,250,223,157,94,33,7
2355,Estimates,Guatemala,c,320,1960-1965,172,273,240,177,112,39,8
2356,Estimates,Guatemala,c,320,1965-1970,193,322,256,186,124,45,8
2357,Estimates,Guatemala,c,320,1970-1975,209,376,296,204,129,52,9
2358,Estimates,Guatemala,c,320,1975-1980,238,409,346,237,137,57,10
2359,Estimates,Guatemala,c,320,1980-1985,268,448,369,268,153,58,11
2360,Estimates,Guatemala,c,320,1985-1990,293,491,381,268,161,59,10
2361,Estimates,Guatemala,c,320,1990-1995,329,563,423,283,164,63,11
2362,Estimates,Guatemala,c,320,1995-2000,359,620,461,301,165,60,11
2363,Estimates,Guatemala,c,320,2000-2005,382,675,507,327,175,60,10
2364,Estimates,Guatemala,c,320,2005-2010,399,698,539,351,187,62,10
2365,Estimates,Honduras,c,340,1950-1955,63,111,100,73,45,22,3
2366,Estimates,Honduras,c,340,1955-1960,70,125,114,87,52,24,4
2367,Estimates,Honduras,c,340,1960-1965,82,138,127,98,62,27,4
2368,Estimates,Honduras,c,340,1965-1970,101,159,139,107,68,32,5
2369,Estimates,Honduras,c,340,1970-1975,116,185,149,108,69,33,5
2370,Estimates,Honduras,c,340,1975-1980,133,220,174,116,69,32,5
2371,Estimates,Honduras,c,340,1980-1985,151,251,195,129,70,31,5
2372,Estimates,Honduras,c,340,1985-1990,166,282,206,138,75,31,5
2373,Estimates,Honduras,c,340,1990-1995,181,305,222,146,81,34,5
2374,Estimates,Honduras,c,340,1995-2000,189,312,221,147,80,34,5
2375,Estimates,Honduras,c,340,2000-2005,189,318,220,143,79,33,5
2376,Estimates,Honduras,c,340,2005-2010,189,324,229,146,79,33,5
2377,Estimates,Mexico,c,484,1950-1955,862,2039,1884,1350,784,346,78
2378,Estimates,Mexico,c,484,1955-1960,985,2210,2138,1645,925,383,88
2379,Estimates,Mexico,c,484,1960-1965,1172,2457,2317,1811,1112,431,89
2380,Estimates,Mexico,c,484,1965-1970,1457,2887,2589,1929,1249,521,104
2381,Estimates,Mexico,c,484,1970-1975,1790,3493,2912,2051,1261,547,117
2382,Estimates,Mexico,c,484,1975-1980,1912,3773,2967,1852,1050,393,84
2383,Estimates,Mexico,c,484,1980-1985,1968,3743,2998,1782,919,294,56
2384,Estimates,Mexico,c,484,1985-1990,2060,3818,2986,1833,927,257,45
2385,Estimates,Mexico,c,484,1990-1995,2006,4105,3188,1888,973,263,41
2386,Estimates,Mexico,c,484,1995-2000,2131,3741,3556,2042,976,193,35
2387,Estimates,Mexico,c,484,2000-2005,2007,3466,3425,2138,997,179,33
2388,Estimates,Mexico,c,484,2005-2010,1941,3394,3154,2040,1034,181,30
2389,Estimates,Nicaragua,c,558,1950-1955,60,111,97,61,38,14,3
2390,Estimates,Nicaragua,c,558,1955-1960,69,124,110,74,46,17,4
2391,Estimates,Nicaragua,c,558,1960-1965,71,131,113,76,51,19,4
2392,Estimates,Nicaragua,c,558,1965-1970,90,142,125,81,54,21,5
2393,Estimates,Nicaragua,c,558,1970-1975,117,184,134,87,55,20,5
2394,Estimates,Nicaragua,c,558,1975-1980,125,233,162,86,54,19,4
2395,Estimates,Nicaragua,c,558,1980-1985,143,241,188,98,51,20,4
2396,Estimates,Nicaragua,c,558,1985-1990,171,237,168,104,49,16,4
2397,Estimates,Nicaragua,c,558,1990-1995,194,231,162,109,59,20,4
2398,Estimates,Nicaragua,c,558,1995-2000,188,233,153,94,48,16,3
2399,Estimates,Nicaragua,c,558,2000-2005,182,212,153,87,42,14,3
2400,Estimates,Nicaragua,c,558,2005-2010,181,209,158,92,43,14,3
2401,Estimates,Panama,c,591,1950-1955,34,56,47,30,17,6,2
2402,Estimates,Panama,c,591,1955-1960,39,66,54,34,19,7,2
2403,Estimates,Panama,c,591,1960-1965,43,76,62,38,21,8,2
2404,Estimates,Panama,c,591,1965-1970,50,86,67,41,23,7,2
2405,Estimates,Panama,c,591,1970-1975,57,96,71,42,22,7,1
2406,Estimates,Panama,c,591,1975-1980,62,101,71,41,21,7,1
2407,Estimates,Panama,c,591,1980-1985,64,104,74,42,20,7,1
2408,Estimates,Panama,c,591,1985-1990,65,104,80,46,20,6,1
2409,Estimates,Panama,c,591,1990-1995,64,106,84,53,21,5,1
2410,Estimates,Panama,c,591,1995-2000,68,108,91,59,25,6,1
2411,Estimates,Panama,c,591,2000-2005,67,113,96,62,26,6,1
2412,Estimates,Panama,c,591,2005-2010,66,118,98,62,25,5,0
2413,Estimates,South America,,931,1950-1955,2685,6594,6489,4534,2897,1242,404
2414,Estimates,South America,,931,1955-1960,3024,7327,7299,5268,3248,1369,460
2415,Estimates,South America,,931,1960-1965,3522,8234,8033,5878,3761,1520,502
2416,Estimates,South America,,931,1965-1970,3886,8790,8158,5878,3734,1543,453
2417,Estimates,South America,,931,1970-1975,4132,9621,8546,5885,3605,1482,340
2418,Estimates,South America,,931,1975-1980,4686,10730,9641,6214,3573,1394,251
2419,Estimates,South America,,931,1980-1985,5235,11641,10030,6461,3394,1233,224
2420,Estimates,South America,,931,1985-1990,5679,11598,9993,6288,3239,1086,187
2421,Estimates,South America,,931,1990-1995,6357,11168,9554,6043,3063,1015,150
2422,Estimates,South America,,931,1995-2000,7155,11076,9144,6004,3136,1012,146
2423,Estimates,South America,,931,2000-2005,7104,11099,9035,5782,3075,1008,146
2424,Estimates,South America,,931,2005-2010,6280,10401,8775,5590,2911,978,153
2425,Estimates,Argentina,c,32,1950-1955,245,631,651,439,236,72,16
2426,Estimates,Argentina,c,32,1955-1960,256,637,678,479,256,78,18
2427,Estimates,Argentina,c,32,1960-1965,277,656,678,496,277,85,19
2428,Estimates,Argentina,c,32,1965-1970,305,709,698,495,287,92,21
2429,Estimates,Argentina,c,32,1970-1975,374,834,791,521,288,95,20
2430,Estimates,Argentina,c,32,1975-1980,479,1000,970,603,306,98,20
2431,Estimates,Argentina,c,32,1980-1985,440,934,941,636,318,94,16
2432,Estimates,Argentina,c,32,1985-1990,478,903,977,672,346,97,13
2433,Estimates,Argentina,c,32,1990-1995,555,964,926,672,350,100,11
2434,Estimates,Argentina,c,32,1995-2000,568,956,880,658,355,103,9
2435,Estimates,Argentina,c,32,2000-2005,495,913,896,655,335,97,7
2436,Estimates,Argentina,c,32,2005-2010,474,878,925,729,347,95,7
2437,Estimates,Bolivia (Plurinational State of),c,68,1950-1955,72,175,164,122,85,41,13
2438,Estimates,Bolivia (Plurinational State of),c,68,1955-1960,78,190,185,142,91,44,15
2439,Estimates,Bolivia (Plurinational State of),c,68,1960-1965,87,207,200,158,104,45,15
2440,Estimates,Bolivia (Plurinational State of),c,68,1965-1970,99,234,218,171,116,51,15
2441,Estimates,Bolivia (Plurinational State of),c,68,1970-1975,111,271,248,187,125,57,17
2442,Estimates,Bolivia (Plurinational State of),c,68,1975-1980,116,283,261,189,120,55,17
2443,Estimates,Bolivia (Plurinational State of),c,68,1980-1985,134,307,275,197,122,51,14
2444,Estimates,Bolivia (Plurinational State of),c,68,1985-1990,153,336,295,208,132,53,13
2445,Estimates,Bolivia (Plurinational State of),c,68,1990-1995,169,375,318,223,143,57,13
2446,Estimates,Bolivia (Plurinational State of),c,68,1995-2000,178,378,325,226,141,57,12
2447,Estimates,Bolivia (Plurinational State of),c,68,2000-2005,193,386,330,235,141,56,11
2448,Estimates,Bolivia (Plurinational State of),c,68,2005-2010,201,391,317,226,137,52,10
2449,Estimates,Brazil,c,76,1950-1955,1213,3405,3419,2348,1531,689,257
2450,Estimates,Brazil,c,76,1955-1960,1365,3826,3839,2772,1727,765,297
2451,Estimates,Brazil,c,76,1960-1965,1574,4301,4308,3107,2034,862,330
2452,Estimates,Brazil,c,76,1965-1970,1734,4432,4303,3078,1967,856,278
2453,Estimates,Brazil,c,76,1970-1975,1881,4877,4458,3084,1913,805,189
2454,Estimates,Brazil,c,76,1975-1980,2085,5438,5072,3297,1923,777,114
2455,Estimates,Brazil,c,76,1980-1985,2606,6168,5265,3368,1729,630,102
2456,Estimates,Brazil,c,76,1985-1990,2915,5905,4909,2999,1468,505,84
2457,Estimates,Brazil,c,76,1990-1995,3301,5443,4491,2661,1244,408,55
2458,Estimates,Brazil,c,76,1995-2000,3871,5525,4365,2619,1312,389,64
2459,Estimates,Brazil,c,76,2000-2005,3769,5616,4312,2449,1263,394,66
2460,Estimates,Brazil,c,76,2005-2010,3155,4858,3940,2185,1069,345,61
2461,Estimates,Chile,c,152,1950-1955,118,295,298,226,140,66,16
2462,Estimates,Chile,c,152,1955-1960,146,336,393,274,163,72,16
2463,Estimates,Chile,c,152,1960-1965,169,404,380,313,187,70,12
2464,Estimates,Chile,c,152,1965-1970,183,417,357,239,160,63,10
2465,Estimates,Chile,c,152,1970-1975,222,426,338,215,110,48,8
